CAN_ID,p_act,tff_des,tff_act
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,-0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,-0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,-0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,0.0122108,0.0183144
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,0.0122108,-0.00610542
0x0004,1.30903,0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,-0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.0183144
0x0004,1.30903,-0.0366287,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,-0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0366287,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.0183144
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,0.0122108,0.00610542
0x0004,1.30903,-0.0122108,-0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,0.0122108,-0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,0.0122108,0.0183144
0x0004,1.30903,0.0122108,0.0183144
0x0004,1.30903,0.0122108,0.00610542
0x0004,1.30903,-0.0366287,0.00610542
0x0004,1.30903,0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.0183144
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0366287,0.00610542
0x0004,1.30903,-0.0122108,-0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0366287,-0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0366287,-0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0366287,-0.00610542
0x0004,1.30903,-0.0122108,0.00610542
0x0004,1.30903,-0.0122108,0.0915756
0x0004,1.30941,0.0366287,0.128204
0x0004,1.30941,-0.0122108,0.238094
0x0004,1.30941,0.0366287,0.311356
0x0004,1.31018,0.0610504,0.372406
0x0004,1.31094,0.15873,0.262516
0x0004,1.31285,0.256409,0.0671558
0x0004,1.31399,0.256409,-0.103785
0x0004,1.31437,0.134312,0.311356
0x0004,1.31514,0.134312,0.641026
0x0004,1.31743,0.32967,0.506716
0x0004,1.32086,0.525032,-0.0427341
0x0004,1.32277,0.427349,-0.177046
0x0004,1.32391,0.28083,0.323565
0x0004,1.3262,0.37851,0.579975
0x0004,1.32963,0.598289,0.225885
0x0004,1.33345,0.695972,-0.250305
0x0004,1.33688,0.671551,-0.250305
0x0004,1.33993,0.598289,-0.00610542
0x0004,1.3426,0.573872,0.286936
0x0004,1.34642,0.671551,0.286936
0x0004,1.35023,0.72039,0.201466
0x0004,1.35405,0.744812,0.140415
0x0004,1.35786,0.793652,0.103785
0x0004,1.36206,0.793652,0.0915756
0x0004,1.36664,0.866909,0.0427341
0x0004,1.3716,0.94017,-0.0305252
0x0004,1.37617,0.915752,-0.140415
0x0004,1.37961,0.744812,0.225885
0x0004,1.38342,0.744812,0.494505
0x0004,1.38838,0.94017,0.360195
0x0004,1.39487,1.13553,-0.213675
0x0004,1.40021,1.06227,-0.482296
0x0004,1.40326,0.793652,0.0671558
0x0004,1.40745,0.793652,0.518925
0x0004,1.41241,0.94017,0.347986
0x0004,1.41814,1.03785,-0.0671558
0x0004,1.42271,0.964592,-0.140415
0x0004,1.42729,0.891331,-0.054945
0x0004,1.43187,0.915752,0.054945
0x0004,1.43606,0.866909,0.0793648
0x0004,1.44026,0.842491,0.152626
0x0004,1.44446,0.842491,0.189255
0x0004,1.44903,0.866909,0.054945
0x0004,1.45323,0.842491,-0.00610542
0x0004,1.45743,0.842491,-0.103785
0x0004,1.46124,0.818069,-0.213675
0x0004,1.46467,0.695972,0.0183144
0x0004,1.46696,0.573872,0.299145
0x0004,1.47002,0.598289,0.396826
0x0004,1.47345,0.647129,0.177046
0x0004,1.47688,0.671551,-0.128204
0x0004,1.47955,0.573872,-0.054945
0x0004,1.48222,0.50061,-0.0305252
0x0004,1.48451,0.476189,0.0915756
0x0004,1.48718,0.476189,-0.054945
0x0004,1.48947,0.451771,-0.140415
0x0004,1.49062,0.354092,-0.0671558
0x0004,1.49214,0.28083,0.0671558
0x0004,1.49329,0.231991,0.177046
0x0004,1.49481,0.256409,0.054945
0x0004,1.49596,0.231991,-0.0671558
0x0004,1.49634,0.0854683,0.0793648
0x0004,1.49634,0.0366287,0.421246
0x0004,1.49672,0.0610504,0.482296
0x0004,1.4971,0.0854683,0.372406
0x0004,1.49748,0.0610504,0.238094
0x0004,1.49825,0.10989,0.00610542
0x0004,1.49825,0.0122108,0.0305252
0x0004,1.49825,-0.0122108,0.213675
0x0004,1.49863,0.0366287,0.152626
0x0004,1.49863,-0.0122108,0.201466
0x0004,1.49825,-0.0366287,0.250305
0x0004,1.49863,-0.0122108,0.152626
0x0004,1.49825,-0.0366287,0.177046
0x0004,1.49863,0.0122108,0.128204
0x0004,1.49825,-0.0366287,0.0183144
0x0004,1.49786,-0.0610504,-0.0183144
0x0004,1.49786,-0.0610504,-0.140415
0x0004,1.49786,-0.0610504,-0.225885
0x0004,1.4971,-0.134312,-0.201466
0x0004,1.49557,-0.256409,0.103785
0x0004,1.49443,-0.207569,0.128204
0x0004,1.49367,-0.183151,-0.115995
0x0004,1.49252,-0.231991,-0.274725
0x0004,1.491,-0.305252,-0.274725
0x0004,1.48871,-0.37851,-0.103785
0x0004,1.48718,-0.354092,-0.164835
0x0004,1.48528,-0.37851,-0.238094
0x0004,1.48337,-0.402931,-0.274725
0x0004,1.4807,-0.50061,-0.225885
0x0004,1.47765,-0.573872,-0.0915756
0x0004,1.47536,-0.525032,-0.128204
0x0004,1.47192,-0.622711,-0.164835
0x0004,1.46849,-0.72039,0.0183144
0x0004,1.46467,-0.793652,0.103785
0x0004,1.46124,-0.72039,0.164835
0x0004,1.45857,-0.598289,-0.189255
0x0004,1.45552,-0.598289,-0.506716
0x0004,1.4517,-0.72039,-0.433455
0x0004,1.44675,-0.891331,-0.0305252
0x0004,1.44255,-0.866909,0.213675
0x0004,1.43874,-0.76923,0.054945
0x0004,1.43492,-0.793652,-0.274725
0x0004,1.43034,-0.915752,-0.115995
0x0004,1.42577,-0.915752,0.115995
0x0004,1.42195,-0.793652,-0.128204
0x0004,1.4189,-0.72039,-0.433455
0x0004,1.41394,-0.891331,-0.335775
0x0004,1.40822,-1.06227,0.213675
0x0004,1.40326,-0.98901,0.470085
0x0004,1.40021,-0.76923,-0.0671558
0x0004,1.39677,-0.72039,-0.494505
0x0004,1.39219,-0.866909,-0.335775
0x0004,1.38724,-0.964592,0.0793648
0x0004,1.38304,-0.866909,0.213675
0x0004,1.37961,-0.793652,-0.0671558
0x0004,1.37541,-0.818069,-0.115995
0x0004,1.37083,-0.891331,0.0671558
0x0004,1.3674,-0.744812,0.0915756
0x0004,1.36511,-0.598289,-0.372406
0x0004,1.36206,-0.622711,-0.494505
0x0004,1.35786,-0.76923,-0.0915756
0x0004,1.35367,-0.793652,0.286936
0x0004,1.35138,-0.622711,0.103785
0x0004,1.34909,-0.525032,-0.177046
0x0004,1.34604,-0.598289,-0.0793648
0x0004,1.3426,-0.647129,0.250305
0x0004,1.34031,-0.525032,0.152626
0x0004,1.33917,-0.32967,-0.238094
0x0004,1.33764,-0.32967,-0.421246
0x0004,1.33535,-0.402931,-0.225885
0x0004,1.33383,-0.354092,-0.0671558
0x0004,1.33307,-0.231991,-0.238094
0x0004,1.33268,-0.15873,-0.567766
0x0004,1.33078,-0.28083,-0.299145
0x0004,1.32887,-0.37851,0.164835
0x0004,1.32811,-0.231991,0.0915756
0x0004,1.32849,-0.0122108,-0.409035
0x0004,1.32811,-0.10989,-0.494505
0x0004,1.32658,-0.256409,-0.0183144
0x0004,1.32582,-0.207569,0.286936
0x0004,1.3262,-0.0122108,-0.054945
0x0004,1.32658,-0.0122108,-0.250305
0x0004,1.32582,-0.0854683,-0.00610542
0x0004,1.32582,-0.0122108,0.00610542
0x0004,1.3262,0.0366287,-0.238094
0x0004,1.32582,-0.0366287,-0.128204
0x0004,1.32582,-0.0366287,-0.0427341
0x0004,1.3262,0.0366287,-0.103785
0x0004,1.3262,-0.0122108,-0.0915756
0x0004,1.3262,-0.0122108,0.0671558
0x0004,1.32658,0.0610504,0.103785
0x0004,1.32658,0.0122108,0.238094
0x0004,1.32696,0.0366287,0.445665
0x0004,1.32734,0.0854683,0.494505
0x0004,1.32925,0.256409,0.140415
0x0004,1.33116,0.32967,-0.225885
0x0004,1.3323,0.256409,-0.0915756
0x0004,1.33268,0.15873,0.274725
0x0004,1.33459,0.305252,0.274725
0x0004,1.33764,0.50061,-0.250305
0x0004,1.33993,0.451771,-0.470085
0x0004,1.33955,0.134312,0.152626
0x0004,1.34031,0.10989,0.750916
0x0004,1.34298,0.427349,0.360195
0x0004,1.34604,0.525032,-0.274725
0x0004,1.3468,0.256409,-0.177046
0x0004,1.34642,0.0366287,0.738707
0x0004,1.34794,0.207569,0.811966
0x0004,1.351,0.476189,0.0671558
0x0004,1.35367,0.451771,-0.482296
0x0004,1.35367,0.15873,-0.0915756
0x0004,1.35405,0.10989,0.457876
0x0004,1.35519,0.207569,0.396826
0x0004,1.3571,0.305252,-0.152626
0x0004,1.35786,0.183151,-0.250305
0x0004,1.35786,0.0610504,0.0793648
0x0004,1.35863,0.10989,0.0671558
0x0004,1.35939,0.10989,-0.103785
0x0004,1.35863,-0.0366287,0.0915756
0x0004,1.35863,-0.0122108,0.225885
0x0004,1.35939,0.0366287,0.0793648
0x0004,1.35901,-0.0366287,0.152626
0x0004,1.35901,-0.0122108,0.225885
0x0004,1.35939,0.0122108,0.0915756
0x0004,1.35901,-0.0610504,-0.00610542
0x0004,1.35824,-0.0854683,-0.128204
0x0004,1.35824,-0.0854683,-0.482296
0x0004,1.35672,-0.256409,-0.604395
0x0004,1.3529,-0.54945,-0.189255
0x0004,1.34871,-0.744812,0.164835
0x0004,1.34489,-0.76923,0.054945
0x0004,1.34108,-0.818069,-0.250305
0x0004,1.33612,-0.94017,-0.421246
0x0004,1.33001,-1.11111,-0.396826
0x0004,1.32315,-1.30647,-0.128204
0x0004,1.31552,-1.47741,-0.0183144
0x0004,1.30789,-1.52625,-0.0183144
0x0004,1.30064,-1.47741,-0.115995
0x0004,1.29301,-1.52625,-0.323565
0x0004,1.28386,-1.77045,-0.213675
0x0004,1.27394,-1.89255,0.115995
0x0004,1.26554,-1.74603,0.384615
0x0004,1.2583,-1.55067,-0.054945
0x0004,1.25029,-1.62393,-0.421246
0x0004,1.24113,-1.79487,-0.0427341
0x0004,1.23274,-1.69719,0.482296
0x0004,1.22625,-1.45299,0.225885
0x0004,1.22015,-1.30647,-0.189255
0x0004,1.21366,-1.28205,-0.177046
0x0004,1.20794,-1.23321,0.054945
0x0004,1.2026,-1.08669,0.213675
0x0004,1.19841,-0.964592,0.225885
0x0004,1.19497,-0.76923,0.128204
0x0004,1.1923,-0.622711,-0.0305252
0x0004,1.19039,-0.476189,-0.0427341
0x0004,1.18887,-0.37851,-0.0427341
0x0004,1.18811,-0.207569,-0.213675
0x0004,1.18772,-0.15873,-0.299145
0x0004,1.18658,-0.183151,-0.00610542
0x0004,1.18658,-0.0610504,-0.00610542
0x0004,1.18696,0.0122108,-0.274725
0x0004,1.18658,-0.0610504,-0.140415
0x0004,1.18696,0.0366287,0.0915756
0x0004,1.18849,0.183151,0.189255
0x0004,1.19039,0.354092,0.262516
0x0004,1.19345,0.525032,0.360195
0x0004,1.19841,0.793652,0.372406
0x0004,1.20413,1.01343,0.323565
0x0004,1.21099,1.25763,0.335775
0x0004,1.21939,1.57509,0.323565
0x0004,1.22969,1.89255,0.152626
0x0004,1.24037,2.03907,0.00610542
0x0004,1.25181,2.21001,0.262516
0x0004,1.26478,2.47863,0.299145
0x0004,1.27851,2.64957,0.0305252
0x0004,1.29339,2.86935,0.054945
0x0004,1.30789,2.89377,-0.00610542
0x0004,1.32315,2.99145,0.213675
0x0004,1.33841,3.04029,0.0183144
0x0004,1.35443,3.11355,-0.0793648
0x0004,1.37007,3.08913,-0.262516
0x0004,1.38495,2.99145,-0.0305252
0x0004,1.39906,2.91819,-0.054945
0x0004,1.41318,2.84493,-0.0183144
0x0004,1.42653,2.72283,-0.384615
0x0004,1.43874,2.52747,-0.286936
0x0004,1.44942,2.25885,-0.250305
0x0004,1.45933,2.03907,-0.0305252
0x0004,1.46887,1.94139,-0.103785
0x0004,1.4765,1.67277,-0.494505
0x0004,1.4826,1.33089,-0.347986
0x0004,1.48718,1.08669,0.00610542
0x0004,1.49176,0.964592,-0.115995
0x0004,1.49519,0.744812,-0.372406
0x0004,1.49634,0.402931,-0.213675
0x0004,1.49596,0.134312,0.360195
0x0004,1.49672,0.10989,0.494505
0x0004,1.4971,0.0854683,0.262516
0x0004,1.4971,0.0366287,0.274725
0x0004,1.49748,0.0122108,0.250305
0x0004,1.49748,0.0122108,0.128204
0x0004,1.49748,-0.0122108,-0.115995
0x0004,1.49634,-0.183151,-0.128204
0x0004,1.49405,-0.32967,-0.0183144
0x0004,1.49214,-0.402931,-0.128204
0x0004,1.48947,-0.476189,-0.409035
0x0004,1.48604,-0.671551,-0.543346
0x0004,1.48108,-0.891331,-0.238094
0x0004,1.47536,-1.03785,-0.0305252
0x0004,1.46964,-1.11111,-0.140415
0x0004,1.46277,-1.28205,-0.189255
0x0004,1.45552,-1.42857,-0.128204
0x0004,1.44827,-1.42857,-0.0915756
0x0004,1.44102,-1.47741,-0.164835
0x0004,1.43225,-1.67277,-0.213675
0x0004,1.42271,-1.79487,0.0671558
0x0004,1.4147,-1.69719,0.189255
0x0004,1.40669,-1.64835,-0.0793648
0x0004,1.39792,-1.72161,-0.274725
0x0004,1.38914,-1.77045,0.115995
0x0004,1.38075,-1.69719,0.286936
0x0004,1.3735,-1.55067,0.0671558
0x0004,1.36625,-1.47741,-0.128204
0x0004,1.35977,-1.40415,-0.0671558
0x0004,1.35328,-1.33089,0.103785
0x0004,1.34756,-1.23321,0.128204
0x0004,1.34222,-1.13553,0.177046
0x0004,1.33764,-0.964592,0.201466
0x0004,1.33535,-0.671551,-0.0915756
0x0004,1.33345,-0.50061,-0.396826
0x0004,1.33078,-0.50061,-0.250305
0x0004,1.32849,-0.50061,0.140415
0x0004,1.32734,-0.32967,0.201466
0x0004,1.32658,-0.183151,0.103785
0x0004,1.3262,-0.134312,0.0793648
0x0004,1.3262,-0.0366287,-0.0427341
0x0004,1.3262,-0.0366287,-0.128204
0x0004,1.3262,-0.0366287,0.0305252
0x0004,1.32658,0.0366287,0.262516
0x0004,1.32811,0.183151,0.567766
0x0004,1.33116,0.525032,0.531136
0x0004,1.33726,0.94017,0.103785
0x0004,1.34375,1.15995,-0.262516
0x0004,1.34909,1.08669,-0.0183144
0x0004,1.35443,1.11111,0.592186
0x0004,1.36244,1.40415,0.433455
0x0004,1.37198,1.74603,-0.152626
0x0004,1.38037,1.64835,-0.799755
0x0004,1.38533,1.18437,-0.115995
0x0004,1.38952,1.01343,0.531136
0x0004,1.39639,1.25763,0.238094
0x0004,1.40326,1.30647,-0.775335
0x0004,1.40669,0.842491,-0.775335
0x0004,1.40631,0.256409,0.445665
0x0004,1.40745,0.256409,1.22711
0x0004,1.41203,0.671551,0.421246
0x0004,1.41623,0.76923,-0.592186
0x0004,1.41775,0.402931,-0.482296
0x0004,1.41814,0.183151,0.262516
0x0004,1.41928,0.256409,0.274725
0x0004,1.42119,0.32967,-0.323565
0x0004,1.42157,0.134312,-0.518925
0x0004,1.42042,-0.10989,-0.0793648
0x0004,1.42004,-0.0610504,-0.0305252
0x0004,1.42042,0.0366287,-0.567766
0x0004,1.41966,-0.134312,-0.653236
0x0004,1.41699,-0.402931,-0.0793648
0x0004,1.4147,-0.427349,0.396826
0x0004,1.41432,-0.207569,0.225885
0x0004,1.41394,-0.15873,-0.00610542
0x0004,1.4128,-0.183151,0.0671558
0x0004,1.41318,-0.0610504,-0.0427341
0x0004,1.41318,-0.0122108,-0.164835
0x0004,1.4128,-0.0610504,-0.140415
0x0004,1.4128,-0.0366287,-0.0671558
0x0004,1.41318,0.0122108,0.054945
0x0004,1.41432,0.134312,0.238094
0x0004,1.41547,0.231991,0.653236
0x0004,1.41966,0.647129,0.653236
0x0004,1.42691,1.15995,0.103785
0x0004,1.43454,1.37973,-0.225885
0x0004,1.44141,1.33089,-0.0427341
0x0004,1.44789,1.30647,0.518925
0x0004,1.45666,1.64835,0.421246
0x0004,1.46735,1.94139,-0.164835
0x0004,1.47574,1.74603,-0.946276
0x0004,1.48108,1.25763,-0.262516
0x0004,1.48566,1.06227,0.445665
0x0004,1.49176,1.18437,0.103785
0x0004,1.49672,1.03785,-0.848597
0x0004,1.49748,0.427349,-0.641026
0x0004,1.49634,-0.0366287,0.396826
0x0004,1.49596,-0.0122108,0.702076
0x0004,1.49786,0.183151,0.238094
0x0004,1.49863,0.15873,-0.457876
0x0004,1.49634,-0.305252,-0.653236
0x0004,1.49023,-0.915752,-0.482296
0x0004,1.48184,-1.37973,-0.433455
0x0004,1.47154,-1.89255,-0.470085
0x0004,1.45819,-2.45421,-0.433455
0x0004,1.44217,-2.96703,-0.0793648
0x0004,1.425,-3.23565,-0.0305252
0x0004,1.40822,-3.35775,0.177046
0x0004,1.39181,-3.30891,-0.00610542
0x0004,1.37579,-3.23565,0.323565
0x0004,1.36091,-3.01587,0.518925
0x0004,1.34909,-2.57631,0.726496
0x0004,1.34031,-2.06349,0.470085
0x0004,1.33421,-1.52625,0.372406
0x0004,1.3304,-0.964592,0.286936
0x0004,1.32925,-0.54945,0.152626
0x0004,1.32887,-0.256409,-0.0183144
0x0004,1.32849,-0.134312,-0.421246
0x0004,1.32811,-0.15873,-0.360195
0x0004,1.32773,-0.10989,0.140415
0x0004,1.32849,0.0854683,0.433455
0x0004,1.33154,0.451771,0.347986
0x0004,1.33688,0.818069,0.140415
0x0004,1.3426,1.03785,0.0305252
0x0004,1.34833,1.11111,0.0793648
0x0004,1.35443,1.13553,0.396826
0x0004,1.36206,1.40415,0.335775
0x0004,1.37083,1.67277,-0.00610542
0x0004,1.37961,1.67277,-0.555555
0x0004,1.38533,1.33089,-0.286936
0x0004,1.39029,1.08669,0.311356
0x0004,1.39639,1.18437,0.238094
0x0004,1.40249,1.23321,-0.494505
0x0004,1.40669,0.891331,-0.726496
0x0004,1.40669,0.32967,0.238094
0x0004,1.40745,0.207569,1.2149
0x0004,1.41127,0.598289,0.616606
0x0004,1.41585,0.793652,-0.457876
0x0004,1.41814,0.525032,-0.653236
0x0004,1.41852,0.207569,0.0305252
0x0004,1.4189,0.183151,0.335775
0x0004,1.42042,0.231991,0.00610542
0x0004,1.42157,0.207569,-0.457876
0x0004,1.42081,-0.0366287,-0.299145
0x0004,1.42042,-0.0854683,-0.140415
0x0004,1.42004,-0.0610504,-0.482296
0x0004,1.41966,-0.10989,-0.567766
0x0004,1.41699,-0.37851,-0.115995
0x0004,1.41508,-0.37851,0.323565
0x0004,1.4147,-0.207569,0.189255
0x0004,1.41394,-0.183151,0.00610542
0x0004,1.4128,-0.183151,0.0793648
0x0004,1.41318,-0.0610504,-0.054945
0x0004,1.41318,-0.0122108,-0.177046
0x0004,1.41318,-0.0366287,-0.140415
0x0004,1.4128,-0.0610504,-0.0793648
0x0004,1.41318,0.0122108,-0.115995
0x0004,1.4128,-0.0122108,-0.225885
0x0004,1.41241,-0.0854683,-0.213675
0x0004,1.41127,-0.183151,0.00610542
0x0004,1.40974,-0.28083,0.189255
0x0004,1.40898,-0.207569,0.0671558
0x0004,1.40784,-0.256409,-0.140415
0x0004,1.40593,-0.37851,-0.140415
0x0004,1.40326,-0.476189,-0.140415
0x0004,1.40059,-0.54945,-0.177046
0x0004,1.39715,-0.622711,-0.213675
0x0004,1.39334,-0.72039,-0.213675
0x0004,1.38952,-0.76923,-0.360195
0x0004,1.38495,-0.915752,-0.311356
0x0004,1.37922,-1.06227,-0.103785
0x0004,1.37274,-1.20879,0.152626
0x0004,1.36702,-1.13553,0.164835
0x0004,1.36244,-1.01343,-0.323565
0x0004,1.3571,-1.06227,-0.335775
0x0004,1.351,-1.18437,-0.262516
0x0004,1.34298,-1.45299,-0.299145
0x0004,1.33345,-1.77045,-0.262516
0x0004,1.32277,-1.99023,-0.262516
0x0004,1.31056,-2.35653,-0.384615
0x0004,1.29644,-2.67399,-0.140415
0x0004,1.28195,-2.84493,0.0427341
0x0004,1.26669,-2.94261,0.0793648
0x0004,1.25257,-2.91819,-0.0183144
0x0004,1.23846,-2.86935,0.054945
0x0004,1.22511,-2.74725,0.445665
0x0004,1.21328,-2.45421,0.641026
0x0004,1.20489,-1.91697,0.433455
0x0004,1.19841,-1.52625,0.164835
0x0004,1.19268,-1.28205,0.286936
0x0004,1.18887,-0.891331,0.592186
0x0004,1.18887,-0.32967,0.177046
0x0004,1.18963,-0.0366287,-0.494505
0x0004,1.18849,-0.183151,-0.531136
0x0004,1.1862,-0.32967,0.189255
0x0004,1.18658,-0.0610504,0.335775
0x0004,1.18887,0.231991,-0.103785
0x0004,1.19039,0.28083,-0.115995
0x0004,1.19268,0.37851,0.409035
0x0004,1.19612,0.598289,0.689865
0x0004,1.2026,1.08669,0.445665
0x0004,1.20985,1.30647,0.0793648
0x0004,1.21786,1.50183,0.128204
0x0004,1.2274,1.77045,0.311356
0x0004,1.23808,2.01465,0.262516
0x0004,1.2499,2.28327,0.164835
0x0004,1.26326,2.50305,0.177046
0x0004,1.27699,2.64957,0.0183144
0x0004,1.2911,2.79609,0.189255
0x0004,1.30598,2.91819,-0.00610542
0x0004,1.32162,3.06471,0.140415
0x0004,1.33688,3.06471,-0.0793648
0x0004,1.3529,3.11355,0.0427341
0x0004,1.36816,3.06471,-0.164835
0x0004,1.38342,3.06471,0.0183144
0x0004,1.39792,2.94261,-0.140415
0x0004,1.41241,2.86935,-0.0793648
0x0004,1.42577,2.72283,-0.360195
0x0004,1.43797,2.52747,-0.140415
0x0004,1.44903,2.33211,-0.201466
0x0004,1.45895,2.11233,-0.164835
0x0004,1.46849,1.94139,-0.189255
0x0004,1.47612,1.67277,-0.360195
0x0004,1.48222,1.35531,-0.201466
0x0004,1.48756,1.15995,-0.115995
0x0004,1.49176,0.964592,-0.225885
0x0004,1.49481,0.72039,-0.286936
0x0004,1.49596,0.427349,-0.152626
